# 	 seed 1993
# 	 elapsed time 23.696476936340332
# 	 reward -84.0
# 	 discounted reward -32.56339361156128
,X_0,Y_0
0,0,0
1,1,0
2,2,0
3,1,0
4,2,0
5,2,1
6,2,0
7,1,0
8,0,0
9,0,1
10,0,0
11,1,0
12,2,0
13,2,1
14,2,0
15,2,1
16,2,2
17,1,2
18,0,2
19,0,1
20,0,0
21,0,1
22,0,0
23,1,0
24,2,0
25,2,1
26,2,2
27,1,2
28,2,2
29,2,3
30,2,2
