# 	 seed 1993
# 	 elapsed time 15.654596090316772
# 	 reward -64.0
# 	 discounted reward -35.48104925157013
,X_4,Y_4
0,0,0
1,1,0
2,2,0
3,1,0
4,0,0
5,1,0
6,0,0
7,0,1
8,0,0
9,1,0
10,2,0
11,2,1
12,2,2
13,1,2
14,1,3
15,0,3
16,0,4
17,0,5
18,0,6
19,0,7
20,1,7
21,0,7
22,1,7
23,0,7
24,1,7
25,2,7
26,2,8
27,2,9
28,2,10
29,2,11
30,2,12
