# 	 seed 1993
# 	 elapsed time 3.270498037338257
# 	 reward -39.0
# 	 discounted reward -36.31916875161484
,X_4,Y_4
0,0,0
1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,1,6
8,1,7
9,2,7
10,2,8
11,2,9
12,2,10
13,2,11
14,2,12
