# 	 seed 1993
# 	 elapsed time 18.850894927978516
# 	 reward -66.0
# 	 discounted reward -47.42665597114123
# 	 valid policy False
,X_15,Y_15
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,0
8,8,0
9,8,1
10,8,0
11,9,0
12,10,0
13,11,0
14,12,0
15,12,1
16,11,1
17,11,2
18,12,2
19,11,2
20,11,1
21,11,2
22,10,2
23,10,1
24,11,1
25,12,1
26,12,2
27,11,2
28,11,3
29,11,2
30,12,2
