# 	 seed 1993
# 	 elapsed time 20.52899980545044
# 	 reward -66.0
# 	 discounted reward -47.42665597114123
# 	 valid policy False
,X_41,Y_41
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,6,1
8,6,0
9,7,0
10,8,0
11,9,0
12,10,0
13,11,0
14,12,0
15,12,1
16,12,2
17,12,3
18,12,2
19,12,1
20,12,0
21,12,1
22,12,2
23,12,3
24,12,2
25,12,3
26,11,3
27,11,2
28,12,2
29,12,1
30,12,2
