,elapsed_time,reward,discounted_reward,sat
0,68.72605895996094,-66.0,-44.33401142426623,False
1,44.66104984283447,-66.0,-44.33401142426623,False
2,1.602090835571289,-42.0,-37.73334080468749,True
3,20.52899980545044,-66.0,-47.42665597114123,False
4,99.68096566200256,-44.0,-36.00434007623046,True
5,92.43469786643982,-93.0,-65.13983097071157,False
6,19.00647473335266,-75.0,-52.88401142426624,False
7,44.204617977142334,-75.0,-52.88401142426624,False
8,20.644875049591064,-66.0,-47.42665597114123,False
9,67.6973237991333,-66.0,-47.42665597114123,False
10,43.81903576850891,-66.0,-44.33401142426623,False
11,19.71373176574707,-75.0,-52.88401142426624,False
12,76.55682492256165,-53.0,-44.554340076230474,True
13,44.78859615325928,-66.0,-41.542899720711546,False
14,44.15087914466858,-66.0,-47.42665597114123,False
15,92.47133898735046,-66.0,-47.42665597114123,False
16,18.740334033966064,-66.0,-44.33401142426623,False
17,25.554373025894165,-42.0,-37.73334080468749,True
18,68.74359202384949,-66.0,-47.42665597114123,False
19,19.816326141357422,-66.0,-41.542899720711546,False
20,100.28878426551819,-35.0,-26.928192707832025,True
21,18.868762969970703,-66.0,-47.42665597114123,False
22,1.6051881313323975,-42.0,-36.2266678203125,True
23,51.06959891319275,-53.0,-44.554340076230474,True
24,24.892971992492676,-31.0,-28.506003124999992,True
25,1.0298030376434326,-31.0,-28.506003124999992,True
26,50.57317495346069,-31.0,-28.506003124999992,True
27,93.20478916168213,-66.0,-44.33401142426623,False
28,42.51236581802368,-66.0,-47.42665597114123,False
29,19.694098234176636,-66.0,-47.42665597114123,False
30,43.65966200828552,-66.0,-41.542899720711546,False
31,18.635890007019043,-66.0,-47.42665597114123,False
32,69.45690131187439,-84.0,-61.00651142426623,False
33,44.662205934524536,-66.0,-47.42665597114123,False
34,20.74668788909912,-111.0,-70.30259348083032,False
35,18.850894927978516,-66.0,-47.42665597114123,False
36,2.646807909011841,-55.0,-42.16029191879799,True
37,3.4950740337371826,-37.0,-26.2526939188184,True
38,42.4765739440918,-66.0,-47.42665597114123,False
39,93.71063327789307,-66.0,-39.023921408253436,False
40,69.07752108573914,-66.0,-47.42665597114123,False
41,50.038049936294556,-37.0,-34.655428481706195,True
42,2.3391239643096924,-44.0,-34.644567707832024,True
43,148.43671703338623,-42.0,-36.2266678203125,True
44,117.64264798164368,-66.0,-44.33401142426623,False
45,116.26577496528625,-66.0,-47.42665597114123,False
46,122.87111306190491,-33.0,-27.676667820312492,True
47,141.6799120903015,-75.0,-49.259274720711545,False
48,93.92336797714233,-84.0,-56.589830970711546,False
49,68.55048990249634,-75.0,-45.987949845753434,False
