# 	 seed 1993
# 	 elapsed time 1.5254600048065186
# 	 reward 0.0
# 	 discounted reward -2.0378918228486356
,X_0,Y_0
0,0,3
1,1,3
2,2,3
3,1,3
4,2,3
5,3,3
6,3,2
7,3,3
8,3,2
9,3,1
10,3,0
11,2,0
