# 	 seed 1993
# 	 elapsed time 0.5747790336608887
# 	 reward 6.0
# 	 discounted reward 4.435187499999998
,X_7,Y_7
0,0,3
1,1,3
2,2,3
3,2,2
4,2,1
5,2,0
