# 	 seed 1993
# 	 elapsed time 0.9117858409881592
# 	 reward 4.0
# 	 discounted reward 2.0527567187499987
,X_3,Y_3
0,0,3
1,1,3
2,2,3
3,3,3
4,3,2
5,3,1
6,3,0
7,2,0
