# 	 seed 1993
# 	 elapsed time 0.5778262615203857
# 	 reward 6.0
# 	 discounted reward 4.435187499999998
,X_1,Y_1
0,0,3
1,1,3
2,1,2
3,1,1
4,2,1
5,2,0
