# 	 seed 1993
# 	 elapsed time 1.1860229969024658
# 	 reward 2.0
# 	 discounted reward -0.09738706132812691
,X_2,Y_2
0,0,3
1,1,3
2,1,2
3,1,3
4,2,3
5,3,3
6,3,2
7,3,1
8,3,0
9,2,0
