,time,discounted_reward,reward,sat
0,7.052233934402466,33.50424507812498,57.0,True
1,41.745686054229736,17.294670901328118,46.0,True
2,52.34627103805542,41.13428125,59.0,True
3,103.55299520492554,-47.42665597114123,-66.0,False
4,1561.6771812438965,-44.33401142426623,-66.0,False
5,1596.0878431797028,-1.4143691627298196,33.0,True
6,1605.1688351631165,56.973156249999995,77.0,True
7,1616.6508212089539,26.17368882812498,48.0,True
8,1658.6606562137604,-44.33401142426623,-66.0,False
9,1667.7545909881592,49.25678124999999,68.0,True
10,1708.5435383319855,-54.042482986766224,-75.0,False
11,1747.4951322078705,-47.42665597114123,-66.0,False
12,1788.7394652366638,-11.524328345857263,20.0,True
13,1799.6605942249298,35.17368882812498,57.0,True
14,1809.3032472133636,41.13428125,59.0,True
15,1860.210505247116,-61.00651142426623,-84.0,False
16,1910.7053933143616,-54.042482986766224,-75.0,False
17,1951.7093751430511,-47.42665597114123,-66.0,False
18,1962.6283090114594,26.17368882812498,48.0,True
19,2003.7284033298492,-47.42665597114123,-66.0,False
20,2026.674664258957,49.25678124999999,68.0,True
21,2056.760089159012,41.13428125,59.0,True
22,2098.046262025833,-53.33401142426623,-75.0,False
23,2148.461428165436,-47.42665597114123,-66.0,False
24,2157.617269039154,49.25678124999999,68.0,True
25,2166.9601562023163,49.25678124999999,68.0,True
26,2189.055218219757,-16.636192354353632,9.0,True
27,2199.9871912002563,26.17368882812498,48.0,True
28,2209.1711161136627,56.973156249999995,77.0,True
29,2218.2396111488342,49.25678124999999,68.0,True
30,2241.338735103607,11.718106798984358,37.0,True
31,2257.548686027527,-3.180595782203177,24.0,True
32,2315.89408993721,-58.66539972071155,-84.0,False
33,2325.3458502292633,64.30371249999999,86.0,True
34,2336.657137155533,35.17368882812498,57.0,True
35,2347.834708929062,25.117015843749982,48.0,True
36,2360.158809185028,19.287581183007788,46.0,True
37,2369.017569065094,49.25678124999999,68.0,True
38,2409.7157142162323,-47.42665597114123,-66.0,False
39,2434.813400030136,25.117015843749982,48.0,True
40,2475.375946044922,-47.42665597114123,-66.0,False
41,2518.1576421260834,-63.47697765825344,-93.0,False
42,2533.9579272270203,4.2082717717234885,33.0,True
43,2574.7492899894714,-61.00651142426623,-84.0,False
44,2583.4327731132507,56.973156249999995,77.0,True
45,2594.291032075882,47.08410053124997,75.0,True
46,2603.0981550216675,64.30371249999999,86.0,True
47,2660.867567062378,20.794254167382796,46.0,True
48,2741.3244190216064,-47.42665597114123,-66.0,False
49,2804.654717206955,-15.408997791874043,9.0,True
50,2895.910542011261,-71.73848704937501,-111.0,False
51,2957.759913921356,-47.42665597114123,-66.0,False
52,3026.714225292206,-47.42665597114123,-66.0,False
53,3040.579218149185,49.25678124999999,68.0,True
54,3183.5295889377594,-59.24692674688498,-93.0,False
55,3208.9025321006775,20.71810679898436,46.0,True
56,3227.421823978424,41.13428125,59.0,True
57,3275.111507177353,41.13428125,59.0,True
58,3362.2662241458893,-47.42665597114123,-66.0,False
59,3391.2835161685944,5.747322917382796,28.0,True
60,3493.7114412784576,-41.542899720711546,-66.0,False
61,3517.6678400039673,41.13428125,59.0,True
62,3713.0233981609344,-62.58621848083029,-102.0,False
63,3908.4046041965485,-53.33401142426623,-75.0,False
64,3979.796128988266,24.93931438606296,53.0,True
65,4191.946021080017,-47.42665597114123,-66.0,False
66,4420.883434057236,-51.46816662886447,-53.0,True
67,4637.90199804306,-50.542899720711546,-75.0,False
68,4673.172530174255,25.572616847851535,55.0,True
69,4682.498110294342,49.25678124999999,68.0,True
70,4691.82980132103,64.30371249999999,86.0,True
71,4701.303145170212,64.30371249999999,86.0,True
72,4725.162096261978,41.13428125,59.0,True
73,4766.550220012665,-47.42665597114123,-66.0,False
74,4807.752196073532,-47.42665597114123,-66.0,False
75,4816.722680091858,41.13428125,59.0,True
76,4859.2476811409,-47.42665597114123,-66.0,False
77,4869.669588088989,32.79577351562497,57.0,True
78,4910.405370235443,-47.42665597114123,-66.0,False
79,4952.535529375076,-47.42665597114123,-66.0,False
80,4983.97070813179,-29.67142622495026,21.0,True
81,4997.74341917038,19.287581183007788,46.0,True
82,5045.466548204422,-37.2237776637909,-20.0,True
83,5060.13116312027,0.48625813606295765,26.0,True
84,5071.114323139191,18.50118882812498,39.0,True
85,5083.776600122452,12.671754167382794,37.0,True
86,5112.14702796936,41.13428125,59.0,True
87,5153.6907839775085,-48.02392140825343,-75.0,False
88,5194.6250121593475,-53.33401142426623,-75.0,False
89,5216.838779211044,41.13428125,59.0,True
90,5257.831884145737,-53.33401142426623,-75.0,False
91,5284.642812252045,25.117015843749982,48.0,True
92,5303.371742963791,-17.073116617347445,4.0,True
93,5312.6304631233215,41.13428125,59.0,True
94,5353.446892023087,-52.88401142426624,-75.0,False
95,5366.233793020248,31.949525729453104,64.0,True
96,5379.004914283752,12.168106798984347,37.0,True
97,5389.760979175568,25.117015843749982,48.0,True
98,5405.893835067749,27.806305306019098,69.0,True
99,5446.836079120636,-52.88401142426624,-75.0,False
