,time,discounted_reward,reward,sat
0,38.478142976760864,-44.33401142426623,-66.0,False
1,48.47976088523865,41.13428125,59.0,True
2,90.89052391052246,-47.42665597114123,-66.0,False
3,1523.6614918708801,2.5975633477817226,26.0,True
4,1545.8462607860565,-2.0318390839546296,40.0,True
5,1570.0896408557892,41.13428125,59.0,True
6,1624.3247487545013,-47.42665597114123,-66.0,False
7,1633.7138707637787,-38.31878750000001,-22.0,True
8,1646.4052329063416,20.143706183007787,46.0,True
9,1657.4479207992554,33.50424507812498,57.0,True
10,1698.6402068138123,-47.42665597114123,-66.0,False
11,1709.778455734253,-58.87631117187503,-42.0,True
12,1719.4509229660034,-38.31878750000001,-22.0,True
13,1730.4553167819977,33.23951584374997,57.0,True
14,1739.6252048015594,-45.649343750000014,-31.0,True
15,1782.5668988227844,-61.00651142426623,-84.0,False
16,1793.775090932846,-44.81797648437501,-33.0,True
17,1805.1818449497223,42.504245078124974,66.0,True
18,1818.8963067531586,14.747322917382796,37.0,True
19,1830.2949497699738,-52.26048415625003,-33.0,True
20,1873.369200706482,-58.66539972071155,-84.0,False
21,1915.5265018939972,-44.33401142426623,-66.0,False
22,1926.7503108978271,-46.58008071875004,-24.0,True
23,1968.8548247814178,-53.33401142426623,-75.0,False
24,1982.0262908935547,29.794254167382796,55.0,True
25,1993.1491997241974,-38.20214946875001,-24.0,True
26,2035.4535138607025,-47.42665597114123,-66.0,False
27,2046.9925677776337,35.17368882812498,57.0,True
28,2060.0635299682617,11.718106798984358,37.0,True
29,2103.186159849167,-65.58983097071156,-93.0,False
30,2114.2528686523438,-51.54575492187503,-33.0,True
31,2127.6239516735077,11.718106798984358,37.0,True
32,2137.3644478321075,49.25678124999999,68.0,True
33,2150.63365983963,11.718106798984358,37.0,True
34,2193.684097766876,-63.47697765825344,-93.0,False
35,2254.2000868320465,-53.33401142426623,-75.0,False
36,2263.4257657527924,56.973156249999995,77.0,True
37,2274.7939236164093,26.17368882812498,48.0,True
38,2284.2856538295746,-29.318787500000013,-13.0,True
39,2293.959084749222,-45.24321875000001,-31.0,True
40,2336.4256048202515,-47.42665597114123,-66.0,False
41,2347.577577829361,56.08410053124997,84.0,True
42,2402.890583753586,-47.42665597114123,-66.0,False
43,2412.1708359718323,41.13428125,59.0,True
44,2423.645071744919,35.17368882812498,57.0,True
45,2476.491502761841,-47.42665597114123,-66.0,False
46,2486.6697669029236,49.25678124999999,68.0,True
47,2499.6357038021088,11.718106798984358,37.0,True
48,2541.3575596809387,-61.00651142426623,-84.0,False
49,2550.502618789673,-37.52684375000001,-22.0,True
50,2572.4417526721954,25.117015843749982,48.0,True
51,2614.796931743622,-44.33401142426623,-66.0,False
52,2659.760875940323,-54.042482986766224,-75.0,False
53,2672.268593788147,-45.24321875000001,-31.0,True
54,2689.3751118183136,10.330642463828113,37.0,True
55,2797.407100915909,-47.42665597114123,-66.0,False
56,2819.9488067626953,41.13428125,59.0,True
57,2839.0855247974396,41.13428125,59.0,True
58,2877.5772049427032,41.13428125,59.0,True
59,2895.012728691101,18.50118882812498,39.0,True
60,2914.2379908561707,27.410081183007797,55.0,True
61,2930.255312681198,-42.782004921875,-33.0,True
62,3001.372956752777,-138.38401142426622,-165.0,False
63,3024.078474998474,29.794254167382796,55.0,True
64,3093.208070755005,-53.33401142426623,-75.0,False
65,3120.362829685211,7.816814386062958,35.0,True
66,3138.6230216026306,41.13428125,59.0,True
67,3222.6864728927612,-53.33401142426623,-75.0,False
68,3242.06472492218,41.13428125,59.0,True
69,3264.4326977729797,-35.02603273437502,-24.0,True
70,3356.004941701889,-44.33401142426623,-66.0,False
71,3388.2435116767883,27.410081183007797,55.0,True
72,3496.467631816864,-52.88401142426624,-75.0,False
73,3700.1247317790985,-138.38401142426622,-165.0,False
74,3779.8000507354736,-6.745757459175138,24.0,True
75,3842.5944907665253,4.045606798984359,28.0,True
76,4053.554639816284,-47.42665597114123,-66.0,False
77,4103.4663207530975,-30.19628750000001,-13.0,True
78,4150.955832719803,-30.19628750000001,-13.0,True
79,4222.184710741043,-37.52684375000001,-22.0,True
80,4301.5694308280945,19.287581183007788,46.0,True
81,4592.446448802948,-47.42665597114123,-66.0,False
82,4607.378297805786,-21.07964946875002,-6.0,True
83,4618.214055776596,41.13428125,59.0,True
84,4661.9566378593445,-63.122515509675274,-93.0,False
85,4673.968745946884,26.17368882812498,48.0,True
86,4685.538536787033,56.08410053124997,84.0,True
87,4695.049979686737,-38.31878750000001,-22.0,True
88,4704.445053815842,-37.52684375000001,-22.0,True
89,4715.615926027298,35.17368882812498,57.0,True
90,4758.207699775696,-53.33401142426623,-75.0,False
91,4801.120787858963,-73.45941927770534,-111.0,False
92,4811.239684820175,-45.24321875000001,-31.0,True
93,4837.642796754837,25.117015843749982,48.0,True
94,4879.610378980637,-53.33401142426623,-75.0,False
95,4923.454752922058,-50.542899720711546,-75.0,False
96,4933.437757730484,49.25678124999999,68.0,True
97,4946.751848936081,25.068969479453102,55.0,True
98,4958.646498680115,56.08410053124997,84.0,True
99,5003.314327001572,-49.66539972071155,-75.0,False
