# 	 seed 1993
# 	 elapsed time 3.057842969894409
# 	 reward -35.0
# 	 discounted reward -29.312365692207024
# 	 valid policy True
,X_38,Y_38
0,0,0
1,0,1
2,0,0
3,1,0
4,0,0
5,1,0
6,2,0
7,2,1
8,3,1
9,3,2
10,3,3
