,elapsed_time,reward,discounted_reward,sat
0,105.07834386825562,-66.0,-47.42665597114123,False
1,67.99481868743896,-75.0,-53.33401142426623,False
2,40.59155488014221,-31.0,-28.506003124999992,True
3,31.33727788925171,-66.0,-47.42665597114123,False
4,154.25359177589417,-31.0,-28.506003124999992,True
5,143.90559577941895,-66.0,-47.42665597114123,False
6,29.06721806526184,-66.0,-47.42665597114123,False
7,44.32247185707092,-42.0,-37.73334080468749,True
8,155.65437006950378,-37.0,-27.61246628721684,True
9,42.9689621925354,-41.0,-37.82069434520739,True
10,0.89754319190979,-31.0,-28.506003124999992,True
11,1.2271487712860107,-42.0,-37.01861157031249,True
12,31.22073721885681,-84.0,-58.66539972071155,False
13,3.237053871154785,-44.0,-37.43486569220703,True
14,108.64210319519043,-93.0,-63.64790717385695,False
15,42.291908979415894,-33.0,-29.610840804687502,True
16,1.2584660053253174,-24.0,-21.9320831328125,True
17,2.323498010635376,-31.0,-28.506003124999992,True
18,28.92723512649536,-75.0,-50.30479530586779,False
19,68.33001232147217,-66.0,-47.42665597114123,False
20,28.419967889785767,-66.0,-47.42665597114123,False
21,105.33291912078857,-84.0,-55.93153217385695,False
22,23.40795063972473,-24.0,-22.382083132812497,True
23,17.12856698036194,-66.0,-47.42665597114123,False
24,142.77669024467468,-66.0,-47.42665597114123,False
25,66.11156511306763,-66.0,-47.42665597114123,False
26,66.8738660812378,-84.0,-59.30479530586779,False
27,156.86634397506714,-31.0,-28.506003124999992,True
28,28.629210948944092,-75.0,-45.987949845753434,False
29,17.218432903289795,-66.0,-47.42665597114123,False
30,39.55065703392029,-66.0,-47.42665597114123,False
31,8.505954027175903,-42.0,-36.2266678203125,True
32,146.54287314414978,-66.0,-44.33401142426623,False
33,29.259023189544678,-75.0,-50.30479530586779,False
34,1.255519151687622,-4.0,-5.336571875,True
35,2.218370199203491,-42.0,-36.2266678203125,True
36,38.31661915779114,-22.0,-20.383503125,True
37,78.1922197341919,-53.0,-44.359296942207024,True
38,2.820551872253418,-44.0,-37.22378382623047,True
39,1.310384750366211,-24.0,-20.346111570312498,True
40,47.56033396720886,-31.0,-28.506003124999992,True
41,2.1133601665496826,-42.0,-36.2266678203125,True
42,27.97160315513611,-66.0,-47.42665597114123,False
43,2267.700541973114,-22.0,-20.383503125,True
44,2.0403881072998047,-46.0,-39.20301156643276,True
45,3.057842969894409,-35.0,-29.312365692207024,True
46,30.165634870529175,-66.0,-47.42665597114123,False
47,2254.156853199005,-84.0,-61.00651142426623,False
48,1.3745880126953125,-4.0,-5.336571875,True
49,1.4635331630706787,-4.0,-5.336571875,True
