# 	 seed 1993
# 	 elapsed time 66.8738660812378
# 	 reward -84.0
# 	 discounted reward -59.30479530586779
# 	 valid policy False
,X_31,Y_31
0,0,0
1,0,1
2,0,0
3,1,0
4,2,0
5,3,0
6,4,0
7,5,0
8,5,1
9,5,0
10,5,1
11,6,1
12,7,1
13,8,1
14,9,1
15,9,2
16,10,2
17,11,2
18,11,3
19,11,2
20,11,1
21,12,1
22,11,1
23,11,2
24,12,2
25,12,1
26,12,0
27,12,1
28,12,2
29,12,1
30,12,2
