33.347238063812256,45.03693985939026,51.25978994369507,57.95964193344116,64.02879095077515,72.18830513954163,81.87320590019226,81.87351703643799,93.15539598464966,102.58658194541931,111.21737098693848,117.88068795204163,123.97270083427429,124.48381900787354,136.77343606948853,136.77350497245789,150.85571694374084,151.36563181877136,162.15514588356018,172.48193287849426,180.099534034729,188.3590588569641,196.2469720840454,197.7856879234314,208.50070810317993,210.58510518074036,226.35320496559143,226.3534450531006,226.35347390174866,239.6658318042755,254.42340803146362,259.99322390556335,259.9932551383972,272.69989705085754,280.78548192977905,289.533567905426,301.24284315109253,312.58976197242737,356.11503195762634,368.0694420337677,397.59611797332764,404.39356112480164,415.43619203567505,467.03919100761414,476.97711396217346,490.01448011398315,500.99530696868896,504.0547938346863,515.5993518829346,524.537789106369,532.2083239555359,541.5440900325775,549.4567520618439,560.3987481594086,566.5808570384979,576.973799943924,598.9644358158112,610.8026740550995,623.3918290138245,643.2216398715973,663.5321710109711,692.8014919757843,714.650750875473,726.4183919429779,751.2172989845276,768.6376729011536,782.5226669311523,797.3965680599213,809.6832480430603,822.0707828998566,844.7488989830017,856.2286970615387,867.6780698299408,875.5628981590271,884.2986028194427,892.5226328372955,900.6678478717804,915.9213891029358,922.044597864151,922.0446791648865,942.0603380203247,948.2736728191376,954.4702310562134,962.7153170108795,969.0319709777832,985.7702419757843,991.4916100502014,1002.8306300640106,1004.8531758785248,1025.644935131073,1026.1504108905792,1036.964733839035,1047.9462790489197,1054.1396238803864,1064.3072140216827,1078.0351951122284,1087.8715507984161,1094.5421290397644,1104.4063920974731,1112.6970059871674,1118.9602780342102,1129.9472949504852,1136.2060661315918,1146.5122909545898,1158.2791788578033,1169.0457201004028,1180.895870923996,time,0,1,2,3,4,5
0,33.347238063812256,-50.0,-35.0,-50.0,-50.0,-50.0,-50.0
1,45.03693985939026,-50.0,-35.0,-50.0,-50.0,-50.0,-31.0
2,51.25978994369507,-22.0,-35.0,-50.0,-50.0,-50.0,-31.0
3,57.95964193344116,-22.0,-24.0,-50.0,-50.0,-50.0,-31.0
4,64.02879095077515,-22.0,-24.0,-50.0,-35.0,-50.0,-31.0
5,72.18830513954163,-4.0,-24.0,-50.0,-35.0,-50.0,-31.0
6,81.87320590019226,-4.0,-24.0,-50.0,-6.0,-50.0,-31.0
7,81.87351703643799,-4.0,-24.0,-50.0,-6.0,-50.0,-26.0
8,93.15539598464966,-4.0,-24.0,-50.0,-6.0,-50.0,-26.0
9,102.58658194541931,-4.0,-24.0,-50.0,-6.0,-50.0,-4.0
10,111.21737098693848,-6.0,-24.0,-50.0,-6.0,-50.0,-4.0
11,117.88068795204163,-6.0,-24.0,-50.0,-6.0,-50.0,5.0
12,123.97270083427429,-6.0,-22.0,-50.0,-6.0,-50.0,5.0
13,124.48381900787354,-6.0,-22.0,-50.0,-10.0,-50.0,5.0
14,136.77343606948853,-6.0,-22.0,-50.0,-10.0,-71.0,5.0
15,136.77350497245789,5.0,-22.0,-50.0,-10.0,-71.0,5.0
16,150.85571694374084,5.0,-22.0,-50.0,-13.0,-71.0,5.0
17,151.36563181877136,5.0,-31.0,-50.0,-13.0,-71.0,5.0
18,162.15514588356018,5.0,-31.0,-50.0,-13.0,-71.0,-15.0
19,172.48193287849426,5.0,-22.0,-50.0,-13.0,-71.0,-15.0
20,180.099534034729,5.0,-22.0,-50.0,-42.0,-71.0,-15.0
21,188.3590588569641,5.0,-22.0,-50.0,-42.0,-71.0,-8.0
22,196.2469720840454,5.0,-22.0,-50.0,-4.0,-71.0,-8.0
23,197.7856879234314,5.0,-24.0,-50.0,-4.0,-71.0,-8.0
24,208.50070810317993,5.0,-24.0,-50.0,-4.0,-24.0,-8.0
25,210.58510518074036,5.0,-24.0,-50.0,-4.0,-24.0,-4.0
26,226.35320496559143,5.0,-24.0,-50.0,-4.0,-13.0,-4.0
27,226.3534450531006,5.0,-15.0,-50.0,-4.0,-13.0,-4.0
28,226.35347390174866,5.0,-15.0,-50.0,-4.0,-13.0,-13.0
29,239.6658318042755,5.0,-15.0,-50.0,-44.0,-13.0,-13.0
30,254.42340803146362,5.0,-15.0,-50.0,-44.0,-13.0,-4.0
31,259.99322390556335,5.0,-15.0,-50.0,-44.0,-6.0,-4.0
32,259.9932551383972,5.0,-4.0,-50.0,-44.0,-6.0,-4.0
33,272.69989705085754,5.0,-4.0,-50.0,-15.0,-6.0,-4.0
34,280.78548192977905,5.0,-4.0,-50.0,-15.0,-6.0,5.0
35,289.533567905426,5.0,-4.0,-50.0,-4.0,-6.0,5.0
36,301.24284315109253,5.0,-4.0,-50.0,-13.0,-6.0,5.0
37,312.58976197242737,5.0,-4.0,-50.0,-4.0,-6.0,5.0
38,356.11503195762634,5.0,-4.0,-42.0,-4.0,-6.0,5.0
39,368.0694420337677,5.0,-4.0,-22.0,-4.0,-6.0,5.0
40,397.59611797332764,3.0,-4.0,-22.0,-4.0,-6.0,5.0
41,404.39356112480164,3.0,-4.0,-13.0,-4.0,-6.0,5.0
42,415.43619203567505,3.0,-4.0,-4.0,-4.0,-6.0,5.0
43,467.03919100761414,3.0,-4.0,-31.0,-4.0,-6.0,5.0
44,476.97711396217346,3.0,-4.0,-31.0,-4.0,5.0,5.0
45,490.01448011398315,3.0,-4.0,-6.0,-4.0,5.0,5.0
46,500.99530696868896,3.0,-22.0,-6.0,-4.0,5.0,5.0
47,504.0547938346863,3.0,-22.0,-6.0,-4.0,-4.0,5.0
48,515.5993518829346,3.0,-22.0,-6.0,-4.0,-4.0,5.0
49,524.537789106369,3.0,-22.0,-6.0,-4.0,5.0,5.0
50,532.2083239555359,3.0,-22.0,-6.0,-4.0,5.0,5.0
51,541.5440900325775,3.0,-22.0,-6.0,-4.0,-22.0,5.0
52,549.4567520618439,3.0,-22.0,-6.0,-13.0,-22.0,5.0
53,560.3987481594086,3.0,-22.0,-6.0,-13.0,-6.0,5.0
54,566.5808570384979,3.0,-22.0,-6.0,-31.0,-6.0,5.0
55,576.973799943924,3.0,-22.0,-6.0,-31.0,-4.0,5.0
56,598.9644358158112,3.0,-22.0,-6.0,-31.0,-44.0,5.0
57,610.8026740550995,3.0,-22.0,-6.0,-31.0,-4.0,5.0
58,623.3918290138245,3.0,-22.0,-6.0,-31.0,-22.0,5.0
59,643.2216398715973,3.0,-22.0,-6.0,-31.0,-15.0,5.0
60,663.5321710109711,-22.0,-22.0,-6.0,-31.0,-15.0,5.0
61,692.8014919757843,-4.0,-22.0,-6.0,-31.0,-15.0,5.0
62,714.650750875473,-4.0,-22.0,5.0,-31.0,-15.0,5.0
63,726.4183919429779,-4.0,-22.0,-13.0,-31.0,-15.0,5.0
64,751.2172989845276,-4.0,-51.0,-13.0,-31.0,-15.0,5.0
65,768.6376729011536,-4.0,-51.0,-13.0,-22.0,-15.0,5.0
66,782.5226669311523,-4.0,-51.0,-13.0,-15.0,-15.0,5.0
67,797.3965680599213,-4.0,-51.0,-13.0,-6.0,-15.0,5.0
68,809.6832480430603,-4.0,-51.0,-13.0,-4.0,-15.0,5.0
69,822.0707828998566,-4.0,-51.0,-13.0,-22.0,-15.0,5.0
70,844.7488989830017,-4.0,-51.0,-13.0,-22.0,-22.0,5.0
71,856.2286970615387,-4.0,-51.0,-13.0,-22.0,-4.0,5.0
72,867.6780698299408,-4.0,-51.0,-13.0,-22.0,-13.0,5.0
73,875.5628981590271,-4.0,-51.0,-13.0,-42.0,-13.0,5.0
74,884.2986028194427,-4.0,-51.0,-13.0,-42.0,-4.0,5.0
75,892.5226328372955,-4.0,-51.0,-13.0,-4.0,-4.0,5.0
76,900.6678478717804,-4.0,-51.0,-13.0,-4.0,-4.0,5.0
77,915.9213891029358,-4.0,-51.0,-13.0,-6.0,-4.0,5.0
78,922.044597864151,-4.0,-51.0,-13.0,-6.0,5.0,5.0
79,922.0446791648865,-4.0,-51.0,-13.0,-6.0,5.0,5.0
