,elapsed_time,k
0,252.88338208198547,0
1,239.2999927997589,1
2,13481.000554084778,2
3,32.23529028892517,3
4,13.494479894638062,4
5,52.03661108016968,5
6,78.30273509025574,6
7,105.26598405838013,7
8,9.239781856536865,8
9,99.53520917892456,9
