,elapsed_time,sat
0,7.496567964553833,True
1,89.01823902130127,True
2,89.93164396286011,True
3,8.720097064971924,True
4,5.635793924331665,True
5,114.28969597816467,True
6,10.273216009140015,True
7,59.38930892944336,True
8,10.61007809638977,True
9,57.75717520713806,True
10,172.6952040195465,True
11,70.30054187774658,True
12,60.49331498146057,True
13,71.86520290374756,True
14,23.37823987007141,True
15,4.91853404045105,True
16,209.70379972457886,True
17,101.79200267791748,True
18,123.63150811195374,True
19,131.34294176101685,True
20,6.7968878746032715,True
21,149.20931005477905,True
22,56.349035024642944,True
23,63.52491807937622,True
24,80.31123089790344,True
25,8.901625156402588,True
26,6.773094892501831,True
27,15.342540979385376,True
28,205.93216609954834,True
29,118.24322509765625,True
30,99.67505669593811,True
31,25.09673309326172,True
32,6.955196142196655,True
33,7.038459777832031,True
34,4.800381183624268,True
35,155.01151585578918,True
36,6.997282028198242,True
37,111.6347930431366,True
38,153.87331295013428,True
39,149.7665741443634,True
40,4.815428018569946,True
41,243.9831907749176,True
42,100.8473002910614,True
43,58.79365611076355,True
44,54.48075485229492,True
45,52.01446795463562,True
46,8.94127106666565,True
47,90.58963012695312,True
48,34.14327788352966,True
49,158.22695994377136,True
