,elapsed_time,k
0,1.4989309310913086,0
1,7.529415130615234,1
2,81.57024312019348,2
3,109.26940488815308,3
4,89.34060001373291,4
5,185.5379889011383,5
6,8.77567982673645,6
7,6.739481210708618,7
8,8.033337116241455,8
9,5.427669048309326,9
