,elapsed_time,sat
0,163.16114687919617,True
1,110.84112095832825,True
2,8.018941164016724,True
3,97.9413390159607,True
4,110.175950050354,True
5,21.251232147216797,True
6,8.221122980117798,True
7,7.995497941970825,True
8,11.949907779693604,True
9,223.028963804245,True
10,18.991395711898804,True
11,41.777934074401855,True
12,120.43261981010437,True
13,11.420655965805054,True
14,7.0264410972595215,True
15,8.040059089660645,True
16,108.09603476524353,True
17,7.7622692584991455,True
18,5.719785213470459,True
19,7.253415822982788,True
20,5.3523759841918945,True
21,5.521810054779053,True
22,6.674368143081665,True
23,9.227264642715454,True
24,10.258721113204956,True
25,7.295300006866455,True
26,5.162884950637817,True
27,4.492311000823975,True
28,101.4383397102356,True
29,34.6541850566864,True
30,106.93642807006836,True
31,2.1817381381988525,True
32,5.308981657028198,True
33,7.598886013031006,True
34,5.3970770835876465,True
35,20.995409965515137,True
36,17.37843918800354,True
37,288.16971230506897,True
38,159.92251801490784,True
39,93.8702962398529,True
40,3.162548065185547,True
41,5.271162271499634,True
42,110.68604803085327,True
43,4.759135007858276,True
44,99.54594612121582,True
45,5.598746299743652,True
46,2.344320058822632,True
47,8.086722135543823,True
48,22.368961811065674,True
49,201.8116409778595,True
