,elapsed_time,k
0,22.505007028579712,0
1,195.2333869934082,1
2,229.76918005943298,2
3,12331.675294876099,3
4,134.9378321170807,4
5,58.62999606132507,5
6,271.7850522994995,6
7,14.096264123916626,7
8,8.709249019622803,8
9,310.8802888393402,9
