,elapsed_time,sat
0,2637.8357269763947,True
1,433.2961812019348,True
2,327.8527019023895,True
3,540.4857430458069,True
4,1828.083657026291,True
5,149.55603313446045,True
6,291.70459175109863,True
7,163.50667119026184,True
8,170.19572472572327,True
9,770.8251979351044,True
10,98.62356686592102,True
11,36.50479316711426,True
12,43.342612981796265,True
13,96.59867691993713,True
14,1223.968190908432,True
15,682.7586197853088,True
16,1679.3669602870941,True
17,646.1100571155548,True
18,1938.6384341716766,True
19,487.61713886260986,True
20,392.95875692367554,True
21,242.26302409172058,True
22,1607.1528370380402,True
23,157.20925498008728,True
24,930.3721158504486,True
25,676.9900557994843,True
26,951.2919268608093,True
27,229.15132331848145,True
28,250.4151029586792,True
29,46.138506174087524,True
30,351.87335681915283,True
31,223.69021487236023,True
32,539.7395899295807,True
33,3107.395765066147,True
34,1114.2420542240143,True
35,537.7124388217926,True
36,753.1862251758575,True
37,902.8230381011963,True
38,722.1844549179077,True
39,692.3257961273193,True
40,807.9466421604156,True
41,1202.1541481018066,True
42,835.826858997345,True
43,552.8358037471771,True
44,207.36553716659546,True
45,92.34146094322205,True
46,1424.6800801753998,True
47,29.187649965286255,True
48,137.95110821723938,True
49,324.1075539588928,True
