,elapsed_time,sat
0,725.1564779281616,True
1,637.2699611186981,True
2,41.79973912239075,True
3,66.2866952419281,True
4,127.1829981803894,True
5,176.66919660568237,True
6,304.6461958885193,True
7,80.85178327560425,True
8,61.736109256744385,True
9,93.25506782531738,True
10,72.8995611667633,True
11,638.4339587688446,True
12,73.35597586631775,True
13,335.6634600162506,True
14,11.188075065612793,True
15,424.59315514564514,True
16,7.67485785484314,True
17,164.66330289840698,True
18,288.29372382164,True
19,240.0554449558258,True
20,7.696291923522949,True
21,157.457515001297,True
22,208.88217186927795,True
23,7.333845853805542,True
24,429.01357889175415,True
25,372.4803309440613,True
26,112.69443893432617,True
27,7.56072211265564,True
28,206.29196190834045,True
29,419.41074800491333,True
30,277.33488512039185,True
31,167.31111907958984,True
32,90.73646879196167,True
33,154.1717655658722,True
34,54.62813997268677,True
35,58.066224336624146,True
36,59.46520113945007,True
37,327.4778130054474,True
38,258.7550141811371,True
39,304.79488706588745,True
40,113.92737817764282,True
41,7.654181003570557,True
42,5.23524284362793,True
43,67.63723421096802,True
44,214.33282470703125,True
45,34.2487108707428,True
46,5.21340012550354,True
47,227.09462928771973,True
48,115.34889221191406,True
49,326.4389147758484,True
