# 	 seed 1993
# 	 elapsed time 0.5699608325958252
# 	 reward 5.0
# 	 discounted reward 3.213428124999999
# 	 valid policy True
,X_44,Y_44
0,0,0
1,1,0
2,1,1
3,2,1
4,2,2
5,2,3
6,3,3
