# 	 seed 1993
# 	 elapsed time 19.39993119239807
# 	 reward -13.0
# 	 discounted reward -12.667128124999998
# 	 valid policy True
,X_48,Y_48
0,0,0
1,1,0
2,2,0
3,2,1
4,2,2
5,3,2
6,3,3
