# 	 seed 1993
# 	 elapsed time 0.6647939682006836
# 	 reward -4.0
# 	 discounted reward -4.117128125
# 	 valid policy True
,X_10,Y_10
0,0,0
1,1,0
2,1,1
3,2,1
4,2,2
5,3,2
6,3,3
