,reward,time,sat
123,-120.0,194.73490691184998,False
124,-48.0,223.3065869808197,False
125,-30.0,249.46574306488037,False
126,-30.0,276.5178360939026,False
127,-30.0,303.07269501686096,False
128,-39.0,331.1308560371399,False
129,-30.0,365.92101788520813,False
130,-57.0,393.08690309524536,False
131,-30.0,420.1046268939972,False
132,-30.0,446.80691409111023,False
133,-30.0,475.8342490196228,False
134,-30.0,503.49183201789856,False
135,-111.0,536.7686760425568,False
136,-66.0,571.7671480178833,False
137,-147.0,609.7848267555237,False
138,-30.0,636.7464740276337,False
139,-84.0,665.7776048183441,False
140,-39.0,693.0998508930206,False
141,-30.0,719.4875090122223,False
142,-30.0,746.5866937637329,False
143,-30.0,773.3792459964752,False
144,-57.0,802.7238478660583,False
145,-30.0,831.0060119628906,False
146,-66.0,856.004054069519,False
147,-30.0,883.2356648445129,False
148,-30.0,910.6857950687408,False
149,-30.0,938.079971075058,False
150,-84.0,964.8936269283295,False
151,-30.0,993.0575160980225,False
152,-48.0,1022.7168970108032,False
153,-39.0,1051.3271868228912,False
154,-66.0,1078.596715927124,False
155,-30.0,1105.0347430706024,False
156,-102.0,1133.5969219207764,False
157,-57.0,1163.3468270301819,False
158,-30.0,1191.4107179641724,False
159,-39.0,1226.3316180706024,False
160,-66.0,1260.5437231063843,False
161,-138.0,1282.615208864212,False
162,-30.0,1309.6755499839783,False
163,-93.0,1344.0297920703888,False
164,-30.0,1377.4496610164642,False
165,-66.0,1406.3481640815735,False
166,-39.0,1438.2555730342865,False
167,-30.0,1466.5140438079834,False
168,-156.0,1494.0295748710632,False
169,-30.0,1527.319591999054,False
170,-84.0,1546.8329808712006,False
171,-48.0,1590.9507720470428,False
172,-30.0,1623.3706591129303,False
173,-192.0,1663.160327911377,False
174,-39.0,1691.3265089988708,False
175,-52.0,1706.3815789222717,True
176,-30.0,23.047641038894653,False
177,-84.0,51.86979699134827,False
178,-75.0,79.4779679775238,False
179,-30.0,106.00905990600586,False
180,-52.0,121.23859095573425,True
181,-30.0,23.284598112106323,False
182,-30.0,50.440340995788574,False
183,-30.0,82.83861517906189,False
184,-84.0,110.66714406013489,False
185,-39.0,137.83816504478455,False
186,-30.0,166.66109323501587,False
187,-39.0,194.43969631195068,False
188,-48.0,222.65206503868103,False
189,-30.0,250.7560839653015,False
190,-48.0,278.8277060985565,False
191,-106.0,295.03830099105835,True
192,-30.0,21.74056601524353,False
193,-30.0,54.730324029922485,False
194,-39.0,84.39492511749268,False
195,-57.0,113.89978098869324,False
196,-93.0,148.19435596466064,False
197,-66.0,181.06042909622192,False
198,-30.0,207.93738198280334,False
199,-30.0,234.11501693725586,False
200,-30.0,261.5674078464508,False
201,-39.0,288.72775888442993,False
202,-102.0,316.3857569694519,False
203,-30.0,344.5308699607849,False
204,-30.0,373.4925320148468,False
205,-30.0,399.7060170173645,False
206,-30.0,425.98123383522034,False
207,-39.0,452.9024090766907,False
208,-111.0,480.5494599342346,False
209,-39.0,507.3715100288391,False
210,-57.0,533.9445400238037,False
211,-30.0,562.3365530967712,False
212,-57.0,588.7300391197205,False
213,-48.0,615.4717199802399,False
214,-39.0,647.7125370502472,False
215,-30.0,674.2034921646118,False
216,-30.0,699.8094379901886,False
217,-30.0,726.019514799118,False
218,-30.0,751.6401801109314,False
219,-30.0,776.4607601165771,False
220,-30.0,801.4898118972778,False
221,-30.0,828.130529165268,False
222,-30.0,854.971981048584,False
223,-30.0,883.7293980121613,False
224,-63.0,900.3621199131012,True
225,-66.0,20.20902109146118,False
226,-30.0,52.20109701156616,False
227,-39.0,79.74969410896301,False
228,-30.0,105.49753308296204,False
229,-30.0,133.19901084899902,False
230,-57.0,159.94996404647827,False
231,-39.0,184.86126279830933,False
232,-129.0,215.8954930305481,False
233,-84.0,241.4683039188385,False
234,-30.0,267.31020283699036,False
235,-30.0,292.12982511520386,False
236,-39.0,319.31462001800537,False
237,-111.0,346.87756085395813,False
238,-30.0,373.2570309638977,False
239,-57.0,399.5037651062012,False
240,-30.0,430.738450050354,False
241,-66.0,458.08495593070984,False
242,-30.0,484.56835317611694,False
243,-86.0,498.620707988739,True
244,-72.0,16.72457981109619,True
245,-30.0,22.195878982543945,False
246,-30.0,49.290688037872314,False
247,-57.0,76.2813470363617,False
248,-66.0,111.28046894073486,False
249,-48.0,144.21706795692444,False
250,-30.0,168.98690104484558,False
251,-30.0,195.73401188850403,False
252,-48.0,225.96329593658447,False
253,-39.0,253.4688971042633,False
254,-192.0,283.85458111763,False
255,-84.0,302.6264021396637,False
256,-30.0,329.15893602371216,False
257,-30.0,354.20478105545044,False
258,-66.0,386.2799758911133,False
259,-48.0,414.730740070343,False
260,-30.0,442.64964723587036,False
261,-30.0,468.2279748916626,False
262,-30.0,494.9717571735382,False
263,-39.0,521.6646950244904,False
264,-30.0,547.1230399608612,False
265,-39.0,578.2569169998169,False
266,-30.0,604.2074701786041,False
267,-39.0,631.0886650085449,False
268,-30.0,658.0894038677216,False
269,-39.0,683.4219870567322,False
270,-75.0,703.2398180961609,False
271,-30.0,730.6247601509094,False
272,-30.0,755.8411929607391,False
273,-30.0,781.4397699832916,False
274,-39.0,808.5041830539703,False
275,-30.0,833.823487997055,False
276,-39.0,858.5927848815918,False
277,-57.0,884.4973208904266,False
278,-39.0,911.585930109024,False
279,-30.0,936.1952698230743,False
280,-30.0,961.9327440261841,False
281,-30.0,986.4943540096283,False
282,-48.0,1018.6847071647644,False
283,-30.0,1045.5243101119995,False
284,-30.0,1071.001676082611,False
285,-57.0,1096.826180934906,False
286,-30.0,1126.6833789348602,False
287,-84.0,1164.0090608596802,False
288,-39.0,1190.4840550422668,False
289,-66.0,1218.220057964325,False
290,-156.0,1250.1340308189392,False
291,-57.0,1277.1647508144379,False
292,-30.0,1303.1539919376373,False
293,-39.0,1329.7323760986328,False
294,-30.0,1356.5560250282288,False
295,-30.0,1382.3605749607086,False
296,-39.0,1408.150780916214,False
297,-30.0,1434.0157389640808,False
298,-39.0,1459.2604279518127,False
299,-30.0,1484.944524049759,False
300,-93.0,1510.928207874298,False
301,-39.0,1535.8080389499664,False
302,-39.0,1560.7902390956879,False
303,-39.0,1588.3122129440308,False
304,-48.0,1613.992250919342,False
305,-66.0,1639.8049018383026,False
306,-30.0,1665.6750028133392,False
307,-48.0,1694.512414932251,False
308,-30.0,1726.063346862793,False
309,-93.0,1744.3261361122131,False
310,-39.0,1771.7288451194763,False
311,-30.0,1799.6398680210114,False
312,-48.0,1826.9789230823517,False
313,-30.0,1853.3857758045197,False
314,-30.0,1879.3145117759705,False
315,-30.0,1905.483894109726,False
316,-70.0,1920.2459120750427,True
317,-30.0,20.656872034072876,False
318,-39.0,48.533801794052124,False
319,-48.0,78.73404097557068,False
320,-48.0,104.75375199317932,False
321,-30.0,130.66300678253174,False
322,-102.0,149.3226969242096,False
323,-174.0,180.4130139350891,False
324,-30.0,205.48774194717407,False
325,-66.0,232.26865887641907,False
326,-39.0,264.59986901283264,False
327,-75.0,291.30632996559143,False
328,-30.0,317.8072259426117,False
329,-30.0,343.31789994239807,False
330,-39.0,371.2709789276123,False
331,-111.0,397.7006371021271,False
332,-30.0,423.7468819618225,False
333,-48.0,450.7835690975189,False
334,-30.0,476.4149069786072,False
335,-79.0,491.54218888282776,True
336,-30.0,22.121771097183228,False
337,-111.0,58.81027889251709,False
338,-120.0,96.23776483535767,False
339,-39.0,122.6442198753357,False
340,-102.0,154.49060583114624,False
341,-57.0,179.86084580421448,False
342,-57.0,204.7688798904419,False
343,-57.0,232.21449971199036,False
344,-75.0,258.96102690696716,False
345,-48.0,286.0887277126312,False
346,-57.0,313.7157688140869,False
347,-66.0,340.3560998439789,False
348,-30.0,365.68529987335205,False
349,-75.0,387.01296281814575,False
350,-48.0,415.73584389686584,False
351,-30.0,441.86398482322693,False
352,-48.0,467.2901277542114,False
353,-66.0,488.38670897483826,False
354,-66.0,515.4633588790894,False
355,-57.0,548.0638930797577,False
356,-30.0,573.286171913147,False
357,-30.0,600.2887558937073,False
358,-84.0,619.9203758239746,False
359,-57.0,646.4453368186951,False
360,-93.0,679.0074818134308,False
361,-39.0,703.8978478908539,False
362,-30.0,729.4625668525696,False
363,-55.0,741.1199128627777,True
364,-30.0,22.06799602508545,False
365,-48.0,54.62506604194641,False
366,-30.0,79.94183897972107,False
367,-48.0,106.69592213630676,False
368,-30.0,139.92728114128113,False
369,-71.0,151.08258509635925,True
370,-84.0,15.315418004989624,False
371,-57.0,40.021202087402344,False
372,-30.0,72.38037180900574,False
373,-30.0,98.57374596595764,False
374,-48.0,126.8489179611206,False
375,-30.0,153.3914999961853,False
376,-30.0,180.49343490600586,False
377,-57.0,206.33557796478271,False
378,-57.0,233.49633979797363,False
379,-57.0,259.8058259487152,False
380,-39.0,287.0042519569397,False
381,-39.0,315.7761318683624,False
382,-30.0,341.32281589508057,False
383,-39.0,366.82166290283203,False
384,-30.0,392.6393699645996,False
385,-30.0,425.33837604522705,False
386,-30.0,451.54785799980164,False
387,-39.0,477.927206993103,False
388,-30.0,503.7343988418579,False
389,-66.0,536.5471301078796,False
390,-75.0,568.6478419303894,False
391,-57.0,596.20072889328,False
392,-93.0,618.6538457870483,False
393,-102.0,644.3078670501709,False
394,-102.0,666.8403789997101,False
395,-52.0,686.6516058444977,True
396,-39.0,20.19943904876709,False
397,-30.0,45.7585129737854,False
398,-75.0,72.36605095863342,False
399,-39.0,97.35374307632446,False
400,-39.0,123.16401505470276,False
401,-30.0,149.59881901741028,False
402,-75.0,162.2501950263977,True
403,-30.0,20.71602487564087,False
404,-75.0,52.57454013824463,False
405,-30.0,77.5302300453186,False
406,-48.0,105.1761269569397,False
407,-138.0,131.42976212501526,False
408,-84.0,150.86830401420593,False
409,-30.0,177.56368708610535,False
410,-39.0,210.01636219024658,False
411,-39.0,241.08764910697937,False
412,-66.0,262.81863713264465,False
413,-39.0,288.9441599845886,False
414,-30.0,314.22162318229675,False
415,-30.0,340.11168003082275,False
416,-48.0,366.1835789680481,False
417,-30.0,390.92107605934143,False
418,-39.0,415.80818009376526,False
419,-30.0,441.43889117240906,False
420,-84.0,473.6962251663208,False
421,-30.0,498.351261138916,False
422,-30.0,524.1792569160461,False
423,-30.0,551.044487953186,False
424,-59.0,571.9021918773651,True
425,-39.0,20.13328194618225,False
426,-102.0,49.51744794845581,False
427,-138.0,72.67322087287903,False
428,-39.0,99.54783487319946,False
429,-84.0,130.22650384902954,False
430,-39.0,155.41508603096008,False
431,-39.0,181.60031294822693,False
432,-39.0,206.81295084953308,False
433,-30.0,233.0526568889618,False
434,-75.0,257.1424548625946,False
435,-93.0,288.74902868270874,False
436,-30.0,313.2686200141907,False
437,-75.0,336.7987678050995,False
438,-39.0,362.2123157978058,False
439,-39.0,388.8563058376312,False
440,-66.0,414.1154890060425,False
441,-30.0,439.76669478416443,False
442,-57.0,466.9812648296356,False
443,-48.0,491.86129784584045,False
444,-48.0,523.6711297035217,False
445,-48.0,550.4807569980621,False
446,-30.0,580.9930176734924,False
447,-30.0,606.8151397705078,False
448,-30.0,633.1824460029602,False
449,-39.0,657.8883309364319,False
450,-30.0,685.632976770401,False
451,-30.0,710.9155869483948,False
452,-39.0,736.7150988578796,False
453,-59.0,750.941624879837,True
454,-30.0,20.905234336853027,False
455,-84.0,47.97270202636719,False
456,-39.0,72.85676312446594,False
457,-57.0,98.03068017959595,False
458,-84.0,134.10363698005676,False
459,-93.0,164.19675707817078,False
460,-30.0,196.46719217300415,False
461,-84.0,223.56778812408447,False
462,-165.0,251.30027103424072,False
463,-30.0,277.1010160446167,False
464,-30.0,303.4966330528259,False
465,-129.0,325.79137110710144,False
466,-84.0,352.1583149433136,False
467,-54.0,367.5280361175537,True
468,-39.0,21.740763902664185,False
469,-102.0,49.0325129032135,False
470,-30.0,73.70976686477661,False
471,-30.0,98.64111280441284,False
472,-48.0,123.32542586326599,False
473,-48.0,149.10137176513672,False
474,-30.0,173.89302492141724,False
475,-39.0,201.79879784584045,False
476,-30.0,227.54076981544495,False
477,-39.0,257.8564438819885,False
478,-30.0,282.54470682144165,False
479,-30.0,307.22089171409607,False
480,-39.0,335.54412269592285,False
481,-39.0,362.27572774887085,False
482,-46.0,373.58885383605957,True
483,-30.0,20.36726713180542,False
484,-30.0,47.59512710571289,False
485,-30.0,72.35475707054138,False
486,-66.0,98.36818313598633,False
487,-30.0,124.49581909179688,False
488,-84.0,150.34088516235352,False
489,-66.0,175.87710809707642,False
490,-57.0,202.49652910232544,False
491,-57.0,228.7099711894989,False
492,-30.0,254.25931906700134,False
493,-39.0,281.3634240627289,False
494,-30.0,307.3451552391052,False
495,-93.0,339.9585120677948,False
496,-30.0,364.57100915908813,False
497,-57.0,395.0158772468567,False
498,-30.0,420.1182460784912,False
499,-84.0,446.5673689842224,False
