,reward,time,sat
0,-30.0,19.551323890686035,False
1,-120.0,46.2549991607666,False
2,-30.0,69.94655919075012,False
3,-57.0,95.82544898986816,False
4,-84.0,2031.2527740001678,False
5,-30.0,2081.6431879997253,False
6,-30.0,2125.0018062591553,False
7,-30.0,2170.980402946472,False
8,-30.0,2217.6012120246887,False
9,-93.0,2271.2765221595764,False
10,-48.0,2315.35413312912,False
11,-30.0,2359.4394619464874,False
12,-39.0,2403.872516155243,False
13,-66.0,2446.663914203644,False
14,-30.0,2504.8929600715637,False
15,-39.0,2549.529906988144,False
16,-84.0,3486.7058231830597,False
17,-30.0,3515.277088165283,False
18,-30.0,3541.3185110092163,False
19,-39.0,3566.1343681812286,False
20,-84.0,3592.807148218155,False
21,-75.0,3614.95712018013,False
22,-30.0,3640.1693880558014,False
23,-30.0,3664.1724700927734,False
24,-30.0,3690.028603076935,False
25,-57.0,3714.554531097412,False
26,-111.0,3739.291374206543,False
27,-57.0,3765.1117939949036,False
28,-75.0,3789.5395243167877,False
29,-39.0,3813.5225019454956,False
30,-66.0,3841.76669716835,False
31,-39.0,3864.934095144272,False
32,-30.0,3890.723550081253,False
33,-30.0,3914.676791191101,False
34,-75.0,3942.632849931717,False
35,-57.0,3966.599253177643,False
36,-45.0,3977.317953109741,True
37,-69.0,8.143526077270508,True
38,-39.0,19.93239188194275,False
39,-30.0,43.984545946121216,False
40,-48.0,69.23264002799988,False
41,-47.0,80.56995391845703,True
42,-174.0,24.034960985183716,False
43,-39.0,47.20307993888855,False
44,-102.0,70.02223682403564,False
45,-30.0,94.15375399589539,False
46,-30.0,118.50985908508301,False
47,-30.0,143.21915006637573,False
48,-73.0,159.2003059387207,True
49,-30.0,18.82170605659485,False
50,-138.0,49.12574005126953,False
51,-30.0,72.87720990180969,False
52,-48.0,98.13018822669983,False
53,-39.0,122.07658410072327,False
54,-30.0,146.10663509368896,False
55,-72.0,157.59441995620728,True
56,-84.0,18.05550193786621,False
57,-30.0,42.22350788116455,False
58,-39.0,66.68566989898682,False
59,-30.0,90.45066809654236,False
60,-30.0,115.48100090026855,False
61,-30.0,138.6251938343048,False
62,-30.0,163.26684284210205,False
63,-30.0,187.303790807724,False
64,-93.0,212.05755591392517,False
65,-39.0,236.81838488578796,False
66,-39.0,261.2818570137024,False
67,-72.0,272.03949093818665,True
68,-39.0,18.600977897644043,False
69,-39.0,47.69774103164673,False
70,-138.0,71.00880193710327,False
71,-75.0,95.77066588401794,False
72,-66.0,121.59783101081848,False
73,-30.0,151.22376489639282,False
74,-30.0,175.15932297706604,False
75,-30.0,199.02876806259155,False
76,-39.0,223.0299220085144,False
77,-66.0,240.90611791610718,False
78,-30.0,264.4751191139221,False
79,-30.0,287.90226006507874,False
80,-30.0,311.9486310482025,False
81,-66.0,342.66374707221985,False
82,-120.0,372.1246340274811,False
83,-48.0,397.38329815864563,False
84,-30.0,421.7240209579468,False
85,-30.0,445.10719299316406,False
86,-30.0,469.52141284942627,False
87,-47.0,481.55625915527344,True
88,-30.0,23.680902004241943,False
89,-30.0,48.07304096221924,False
90,-102.0,73.90673184394836,False
91,-30.0,98.94892716407776,False
92,-30.0,123.71227192878723,False
93,-39.0,148.1171419620514,False
94,-30.0,172.5502119064331,False
95,-30.0,196.56228375434875,False
96,-96.0,210.1984269618988,True
97,-75.0,26.449748039245605,False
98,-30.0,51.265891790390015,False
99,-39.0,74.59897994995117,False
100,-30.0,98.12499403953552,False
101,-30.0,123.29420018196106,False
102,-30.0,152.36903405189514,False
103,-48.0,181.3738009929657,False
104,-76.0,193.8514609336853,True
105,-30.0,18.572266101837158,False
106,-30.0,43.560035943984985,False
107,-39.0,67.77433395385742,False
108,-30.0,97.02663612365723,False
109,-30.0,120.58062696456909,False
110,-41.0,129.86119103431702,True
111,-30.0,17.87897801399231,False
112,-48.0,47.38353395462036,False
113,-39.0,71.27445697784424,False
114,-66.0,98.01824688911438,False
115,-30.0,121.7262110710144,False
116,-30.0,146.90464186668396,False
117,-30.0,172.046315908432,False
118,-30.0,196.87719893455505,False
119,-39.0,225.66655206680298,False
120,-39.0,259.7707140445709,False
121,-30.0,288.74281191825867,False
122,-30.0,312.72492575645447,False
123,-30.0,336.12278485298157,False
124,-30.0,359.6776371002197,False
125,-48.0,389.1035349369049,False
126,-30.0,412.9325819015503,False
127,-66.0,446.6127278804779,False
128,-30.0,470.9992907047272,False
129,-30.0,494.2964060306549,False
130,-30.0,518.3653769493103,False
131,-165.0,544.4774057865143,False
132,-39.0,568.9681348800659,False
133,-30.0,592.2908480167389,False
134,-66.0,616.34672498703,False
135,-39.0,642.3014566898346,False
136,-47.0,653.4853489398956,True
137,-30.0,23.384063959121704,False
138,-102.0,48.33973789215088,False
139,-39.0,77.35482382774353,False
140,-39.0,103.1890459060669,False
141,-30.0,133.08284378051758,False
142,-30.0,157.79123497009277,False
143,-48.0,182.3086919784546,False
144,-48.0,205.68945789337158,False
145,-45.0,220.8422658443451,True
146,-45.0,5.940014839172363,True
147,-57.0,23.59662413597107,False
148,-30.0,48.65102982521057,False
149,-30.0,72.3058409690857,False
150,-30.0,96.8285391330719,False
151,-93.0,120.40345096588135,False
152,-39.0,143.80584597587585,False
153,-30.0,167.65048909187317,False
154,-30.0,196.25045490264893,False
155,-30.0,221.13674783706665,False
156,-48.0,244.70360898971558,False
157,-75.0,271.0498847961426,False
158,-30.0,295.8311150074005,False
159,-30.0,321.299143075943,False
160,-30.0,344.91015005111694,False
161,-30.0,369.5440979003906,False
162,-39.0,394.9439549446106,False
163,-102.0,421.5963628292084,False
164,-30.0,444.9935438632965,False
165,-39.0,471.42833614349365,False
166,-57.0,497.20426988601685,False
167,-30.0,520.50377202034,False
168,-96.0,534.0287117958069,True
169,-30.0,17.867233991622925,False
170,-91.0,33.893787145614624,True
171,-39.0,19.571364641189575,False
172,-75.0,43.299726724624634,False
173,-111.0,73.01075482368469,False
174,-30.0,97.4826648235321,False
175,-65.0,109.31685972213745,True
176,-30.0,19.649837732315063,False
177,-84.0,44.23423790931702,False
178,-75.0,76.83628964424133,False
179,-30.0,101.19636869430542,False
180,-120.0,135.4283628463745,False
181,-93.0,159.6025207042694,False
182,-66.0,188.82408595085144,False
183,-30.0,212.48538374900818,False
184,-30.0,236.50049090385437,False
185,-30.0,260.4551348686218,False
186,-66.0,286.57192397117615,False
187,-30.0,309.73227858543396,False
188,-66.0,333.6518747806549,False
189,-30.0,357.64445996284485,False
190,-55.0,380.9410858154297,True
191,-39.0,19.155136823654175,False
192,-30.0,42.94885802268982,False
193,-30.0,66.28113293647766,False
194,-39.0,92.52708983421326,False
195,-30.0,121.6004090309143,False
196,-30.0,145.44531202316284,False
197,-30.0,170.29022884368896,False
198,-57.0,199.3499140739441,False
199,-48.0,226.4779999256134,False
