,reward,time,sat
0,-93.0,19.05772614479065,False
1,-57.0,46.743046045303345,False
2,-57.0,71.37536907196045,False
3,-30.0,94.90201687812805,False
4,-102.0,122.89171290397644,False
5,-93.0,155.26887893676758,False
6,-30.0,179.87558317184448,False
7,-30.0,202.69962692260742,False
8,-66.0,226.38229489326477,False
9,-69.0,239.24475622177124,True
10,-30.0,17.741007804870605,False
11,-30.0,40.20763969421387,False
12,-30.0,68.28866696357727,False
13,-48.0,91.01250004768372,False
14,-39.0,115.82198786735535,False
15,-39.0,138.97282886505127,False
16,-39.0,161.92280507087708,False
17,-57.0,184.47029304504395,False
18,-93.0,214.16614985466003,False
19,-30.0,241.39654874801636,False
20,-30.0,269.3824608325958,False
21,-45.0,279.5125730037689,True
22,-30.0,17.84436297416687,False
23,-39.0,41.495033264160156,False
24,-30.0,65.28100609779358,False
25,-75.0,88.09267115592957,False
26,-66.0,119.86050486564636,False
27,-39.0,145.22049808502197,False
28,-93.0,170.2325620651245,False
29,-78.0,183.05364608764648,True
30,-72.0,11.625213861465454,True
31,-93.0,18.91039276123047,False
32,-66.0,35.07016706466675,False
33,-39.0,58.525108098983765,False
34,-85.0,71.03636002540588,True
35,-39.0,17.790294885635376,False
36,-30.0,45.681846141815186,False
37,-48.0,70.26264095306396,False
38,-39.0,92.80790781974792,False
39,-30.0,115.1495189666748,False
40,-48.0,140.1486940383911,False
41,-39.0,164.87277793884277,False
42,-30.0,188.08485984802246,False
43,-66.0,211.33063411712646,False
44,-111.0,247.30698704719543,False
45,-129.0,271.72429895401,False
46,-48.0,294.3955500125885,False
47,-39.0,323.5270059108734,False
48,-48.0,348.69350695610046,False
49,-57.0,372.93203687667847,False
50,-57.0,396.70767998695374,False
51,-30.0,422.0439429283142,False
52,-30.0,445.1920521259308,False
53,-39.0,467.9243779182434,False
54,-30.0,491.03341603279114,False
55,-39.0,513.4555108547211,False
56,-39.0,536.6401689052582,False
57,-93.0,562.965735912323,False
58,-47.0,578.294882774353,True
59,-30.0,18.159045219421387,False
60,-39.0,41.2919180393219,False
61,-84.0,65.78374719619751,False
62,-48.0,88.63098216056824,False
63,-45.0,104.74220609664917,True
64,-30.0,18.472129106521606,False
65,-30.0,47.21625089645386,False
66,-30.0,72.81842017173767,False
67,-30.0,95.55717897415161,False
68,-30.0,119.0400881767273,False
69,-30.0,142.9407901763916,False
70,-47.0,154.48034000396729,True
71,-75.0,23.578233003616333,False
72,-39.0,46.307762145996094,False
73,-30.0,70.00009799003601,False
74,-57.0,94.34162998199463,False
75,-30.0,117.18119215965271,False
76,-39.0,140.05840706825256,False
77,-30.0,167.81769394874573,False
78,-51.0,180.58772706985474,True
79,-65.0,6.947413206100464,True
80,-75.0,18.59101891517639,False
81,-30.0,41.956717014312744,False
82,-30.0,66.18883681297302,False
83,-80.0,80.46898794174194,True
84,-30.0,18.680144786834717,False
85,-30.0,42.47717094421387,False
86,-48.0,66.73396396636963,False
87,-48.0,91.27977991104126,False
88,-39.0,115.73704099655151,False
89,-30.0,140.6264991760254,False
90,-39.0,168.29179906845093,False
91,-84.0,201.13986778259277,False
92,-66.0,217.37772703170776,False
93,-30.0,241.52532291412354,False
94,-39.0,266.0147399902344,False
95,-39.0,289.2199559211731,False
96,-102.0,314.2261440753937,False
97,-66.0,337.8715829849243,False
98,-39.0,361.77896094322205,False
99,-93.0,387.636846780777,False
100,-66.0,411.78945207595825,False
101,-48.0,436.53433084487915,False
102,-102.0,461.01605200767517,False
103,-30.0,483.8877999782562,False
104,-120.0,514.6467640399933,False
105,-84.0,539.5200798511505,False
106,-30.0,564.2599668502808,False
