# 	 seed 1993
# 	 elapsed time 0.8930490016937256
# 	 reward -31.0
# 	 discounted reward -28.506003124999992
,X_3,Y_3
0,0,0
1,1,0
2,2,0
3,3,0
4,3,1
5,3,2
6,3,3
