# 	 seed 1993
# 	 elapsed time 1.4207160472869873
# 	 reward -33.0
# 	 discounted reward -27.676667820312492
,X_6,Y_6
0,0,0
1,1,0
2,0,0
3,1,0
4,2,0
5,3,0
6,3,1
7,3,2
8,3,3
