# 	 seed 1993
# 	 elapsed time 17.48540687561035
# 	 reward -15.0
# 	 discounted reward -14.298162187499997
# 	 valid policy True
,X_1,Y_1
0,0,3
1,2,0
2,2,1
3,2,2
4,2,3
5,1,3
6,0,3
7,0,2
