# 	 seed 1993
# 	 elapsed time 24.56412982940674
# 	 reward -6.0
# 	 discounted reward -5.298162187499999
# 	 valid policy True
,X_3,Y_3
0,1,3
1,3,0
2,3,1
3,3,2
4,2,2
5,1,2
6,1,1
7,0,1
