# 	 seed 1993
# 	 elapsed time 11.415122985839844
# 	 reward -4.0
# 	 discounted reward -3.709875
# 	 valid policy True
,X_0,Y_0
0,0,3
1,3,1
2,3,2
3,2,2
4,1,2
5,0,2
