,time,discounted_reward,reward,sat
0,35.77693724632263,-53.33401142426623,-75.0,False
1,46.94714117050171,-27.329484531249996,-34.0,True
2,75.17518997192383,-43.21004078125,-52.0,True
3,123.08041596412659,-47.42665597114123,-66.0,False
4,145.06154012680054,-47.91096209992993,-60.0,True
5,219.92537999153137,-47.42665597114123,-66.0,False
6,277.8076961040497,-43.21004078125,-52.0,True
7,291.1372480392456,-36.24381249999999,-41.0,True
8,307.9487919807434,-108.45238086800781,-135.0,True
9,357.32870411872864,-47.42665597114123,-66.0,False
10,416.48521423339844,-65.93177472071156,-93.0,False
11,427.05119609832764,-105.9049375,-113.0,True
12,472.8332619667053,-47.42665597114123,-66.0,False
13,503.15063214302063,-151.32761805507812,-171.0,True
14,517.3328392505646,-43.33123478945311,-54.0,True
15,564.0846240520477,-48.02392140825343,-75.0,False
16,574.8356232643127,-28.1213125,-32.0,True
17,585.2618081569672,-36.24381249999999,-41.0,True
18,595.7169592380524,-36.24381249999999,-41.0,True
19,606.0489583015442,-36.24381249999999,-41.0,True
20,616.5596280097961,-36.24381249999999,-41.0,True
21,633.0264711380005,-42.68628595998143,-56.0,True
22,643.3187880516052,-20.404937499999996,-23.0,True
23,655.6643183231354,-36.594213765625,-43.0,True
24,667.6879391670227,-97.52920609374999,-115.0,True
25,714.4584250450134,-64.05403217385695,-93.0,False
26,731.1377739906311,-48.27125109158299,-65.0,True
27,741.609777212143,-36.24381249999999,-41.0,True
28,769.1707942485809,-36.24381249999999,-41.0,True
29,779.4716210365295,-115.69688125,-122.0,True
30,789.9609651565552,-20.404937499999996,-23.0,True
31,800.3179540634155,-13.074381249999998,-14.0,True
32,861.0619220733643,-36.32948453124999,-43.0,True
33,871.3226852416992,-98.57438125,-104.0,True
34,917.6138072013855,-47.42665597114123,-66.0,False
35,928.3539071083069,-115.69688125,-122.0,True
36,996.0739340782166,-58.66539972071155,-84.0,False
37,1042.5630240440369,-47.42665597114123,-66.0,False
38,1053.1936371326447,-122.6213125,-131.0,True
39,1099.6048209667206,-44.33401142426623,-66.0,False
40,1155.3888099193573,-58.259274720711545,-84.0,False
41,1169.8089482784271,-31.075415243007807,-36.0,True
42,1216.5225970745087,-50.30479530586779,-75.0,False
43,1229.5796110630035,-44.71671376562499,-52.0,True
44,1241.9245390892029,-36.32948453124999,-43.0,True
45,1288.1896109580994,-47.42665597114123,-66.0,False
46,1302.5806300640106,-107.09260849960937,-135.0,True
47,1349.2686450481415,-50.30479530586779,-75.0,False
48,1367.849855184555,-53.72286036015364,-76.0,True
49,1380.3938369750977,-121.37948453125,-133.0,True
50,1427.041825056076,-53.33401142426623,-75.0,False
51,1439.3548049926758,-108.03587907812498,-124.0,True
52,1485.5194940567017,-47.42665597114123,-66.0,False
53,1532.1741223335266,-53.33401142426623,-75.0,False
54,1544.7359120845795,-43.21004078125,-52.0,True
55,1556.8166499137878,-99.03587907812498,-115.0,True
56,1567.1674370765686,-28.1213125,-32.0,True
57,1613.527113199234,-44.33401142426623,-66.0,False
58,1659.5445051193237,-47.42665597114123,-66.0,False
59,1706.5858871936798,-67.12210758360376,-102.0,False
60,1717.3426842689514,-36.24381249999999,-41.0,True
61,1763.6803970336914,-133.80415597114126,-156.0,False
62,1778.098218202591,-112.14002792347655,-135.0,True
63,1847.7264041900635,-55.35447765825343,-84.0,False
64,1860.123250246048,-29.365456093749994,-34.0,True
65,1906.6645970344543,-47.42665597114123,-66.0,False
66,1916.918044090271,-115.69688125,-122.0,True
67,1963.7506301403046,-44.33401142426623,-66.0,False
68,1980.7267622947693,-47.02722327908299,-65.0,True
69,1991.0587639808655,-122.6213125,-131.0,True
70,2001.2972042560577,-28.1213125,-32.0,True
71,2047.3992371559143,-147.38401142426622,-174.0,False
72,2058.1992931365967,-36.24381249999999,-41.0,True
73,2104.6370511054993,-59.30479530586779,-84.0,False
74,2151.4087750911713,-47.42665597114123,-66.0,False
75,2177.296121120453,-123.0274375,-131.0,True
76,2247.2607882022858,-53.33401142426623,-75.0,False
77,2264.024693965912,-119.48693145093758,-155.0,True
78,2276.639817237854,-43.66004078124999,-52.0,True
79,2322.529354095459,-47.42665597114123,-66.0,False
80,2333.631394147873,-36.24381249999999,-41.0,True
81,2343.996838092804,-20.404937499999996,-23.0,True
82,2354.4476552009583,-36.24381249999999,-41.0,True
83,2365.01212310791,-36.24381249999999,-41.0,True
84,2425.2608880996704,-147.38401142426622,-174.0,False
85,2435.8916671276093,-28.1213125,-32.0,True
86,2446.4024691581726,-36.24381249999999,-41.0,True
87,2492.654060125351,-47.42665597114123,-66.0,False
88,2538.96857213974,-47.42665597114123,-66.0,False
89,2549.2518861293793,-36.24381249999999,-41.0,True
90,2562.172912120819,-137.71004078125,-151.0,True
91,2574.6455540657043,-43.21004078125,-52.0,True
92,2585.2075941562653,-36.24381249999999,-41.0,True
93,2603.5794541835785,-48.06841660003488,-58.0,True
94,2649.6117329597473,-47.42665597114123,-66.0,False
95,2696.0490221977234,-47.42665597114123,-66.0,False
96,2706.200147151947,-28.1213125,-32.0,True
97,2752.804829120636,-55.93153217385695,-84.0,False
98,2798.9632561206818,-47.42665597114123,-66.0,False
99,2811.4275331497192,-29.365456093749994,-34.0,True
